Date,Open,High,Low,Close,Adj Close,Volume
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,208.0207977294922,49605700
2020-07-23,207.19000244140625,210.9199981689453,202.14999389648438,202.5399932861328,198.97296142578125,67457000
2020-07-24,200.4199981689453,202.86000061035156,197.50999450683594,201.3000030517578,197.7548065185547,39827000
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.85000610351562,200.25991821289062,30160900
2020-07-28,203.61000061035156,204.6999969482422,201.74000549316406,202.02000427246094,198.46212768554688,23251400
2020-07-29,202.5,204.64999389648438,202.00999450683594,204.05999755859375,200.4661865234375,19632600
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.89999389648438,200.30902099609375,25079600
2020-07-31,204.39999389648438,205.10000610351562,199.00999450683594,205.00999450683594,201.39944458007812,51044000
2020-08-03,211.52000427246094,217.63999938964844,210.44000244140625,216.5399932861328,212.72640991210938,78983000
2020-08-04,214.1699981689453,214.77000427246094,210.30999755859375,213.2899932861328,209.5336456298828,49280100
2020-08-05,214.89999389648438,215.0,211.57000732421875,212.94000244140625,209.18980407714844,28806400
2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.35000610351562,212.53976440429688,32656800
2020-08-07,214.85000610351562,215.6999969482422,210.92999267578125,212.47999572753906,208.73793029785156,27820400
2020-08-10,211.6699981689453,211.8800048828125,206.35000610351562,208.25,204.5823974609375,36716500
2020-08-11,207.16000366210938,207.64999389648438,203.13999938964844,203.3800048828125,199.79820251464844,36446500
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,205.50588989257812,28013100
2020-08-13,209.44000244140625,211.35000610351562,208.14999389648438,208.6999969482422,205.02450561523438,22588900
2020-08-14,208.75999450683594,209.58999633789062,207.50999450683594,208.89999389648438,205.22096252441406,17958900
2020-08-17,209.60000610351562,211.19000244140625,208.9199981689453,210.27999877929688,206.57666015625,20184800
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.49000549316406,207.76536560058594,21336200
2020-08-19,211.49000549316406,212.10000610351562,209.25,209.6999969482422,206.50486755371094,27627600
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,211.3105010986328,26981500
2020-08-21,213.86000061035156,216.25,212.85000610351562,213.02000427246094,209.7742919921875,36249300
2020-08-24,214.7899932861328,215.52000427246094,212.42999267578125,213.69000244140625,210.43406677246094,25460100
2020-08-25,213.10000610351562,216.61000061035156,213.10000610351562,216.47000122070312,213.1717071533203,23043700
2020-08-26,217.8800048828125,222.08999633789062,217.36000061035156,221.14999389648438,217.7803955078125,39600800
2020-08-27,222.88999938964844,231.14999389648438,219.39999389648438,226.5800018310547,223.12767028808594,57602200
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,225.4221649169922,26292900
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,222.0936737060547,28774200
2020-09-01,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,223.80715942382812,25725500
2020-09-02,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,228.12039184570312,34080800
2020-09-03,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,213.98907470703125,58400300
2020-09-04,215.10000610351562,218.36000061035156,205.19000244140625,214.25,210.9855499267578,59664100
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,199.5721435546875,52924300
2020-09-09,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,208.07061767578125,45679000
2020-09-10,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,202.24081420898438,35461500
2020-09-11,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,200.9212646484375,33620100
2020-09-14,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,202.28024291992188,30375800
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,205.598876953125,21823900
2020-09-16,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,201.92572021484375,26328100
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,199.81832885742188,34011300
2020-09-18,202.8000030517578,203.64999389648438,196.25,200.38999938964844,197.33670043945312,55225300
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,199.45394897460938,39839700
2020-09-22,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,204.2595977783203,33517100
2020-09-23,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,197.53366088867188,30803800
2020-09-24,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,200.0940399169922,31202500
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,204.6535186767578,29437300
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,206.24880981445312,32004900
2020-09-29,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,204.10202026367188,24221900
2020-09-30,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,207.12525939941406,33829100
2020-10-01,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,209.22280883789062,27158400
2020-10-02,208.0,210.99000549316406,205.5399932861328,206.19000244140625,203.04833984375,33154800
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,207.1745147705078,21331600
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,202.77259826660156,28554300
2020-10-07,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,206.63290405273438,25681100
2020-10-08,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,207.3714599609375,19925800
2020-10-09,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,212.52175903320312,26458000
2020-10-12,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,218.02658081054688,40461400
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,219.46434020996094,28950800
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.86000061035156,217.49481201171875,23421700
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,216.31309509277344,22733100
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,216.31309509277344,26057900
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,210.9559783935547,27625800
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,211.3794403076172,22753500
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,211.52716064453125,22724900
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,211.6157684326172,22351500
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,212.9353485107422,18879600
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,206.87908935546875,37111600
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,210.00076293945312,36700300
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,199.59182739257812,51195600
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,201.6007080078125,31432600
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,199.385009765625,36953700
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,199.24716186523438,30842200
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,203.28468322753906,27512000
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,213.0929412841797,42311800
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,219.88778686523438,36080100
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,220.31124877929688,25231900
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,215.0624542236328,44395000
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,207.79490661621094,44045100
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,213.25048828125,29440800
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,212.1573944091797,21593900
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,213.2111053466797,18621100
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,213.92015075683594,24953300
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,211.19235229492188,24154100
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,208.4080352783203,28372800
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,209.73106384277344,24792700
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,207.72677612304688,22843100
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,207.4503173828125,25683500
2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,211.15284729003906,33979700
2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,211.16270446777344,21012900
2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,212.5054931640625,14512200
2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,211.36019897460938,33064800
2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,213.47311401367188,30904500
2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,212.64373779296875,23724500
2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,211.52804565429688,25120900
2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,211.64651489257812,24666000
2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,211.577392578125,24620000
2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,213.275634765625,23284100
2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,209.11891174316406,32440600
2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,207.85511779785156,26733300
2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,210.56044006347656,30979400
2020-12-14,213.10000610351562,216.2100067138672,212.8800048828125,214.1999969482422,211.48854064941406,28798400
2020-12-15,215.1699981689453,215.4199981689453,212.24000549316406,214.1300048828125,211.41944885253906,27000600
2020-12-16,214.75,220.11000061035156,214.72000122070312,219.27999877929688,216.50424194335938,35023300
2020-12-17,219.8699951171875,220.88999938964844,217.9199981689453,219.4199981689453,216.64247131347656,32515800
2020-12-18,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,215.82296752929688,63354900
2020-12-21,217.5500030517578,224.0,217.27999877929688,222.58999633789062,219.77232360839844,37181900
2020-12-22,222.69000244140625,225.6300048828125,221.85000610351562,223.94000244140625,221.10525512695312,22612200
2020-12-23,223.11000061035156,223.55999755859375,220.8000030517578,221.02000427246094,218.2222137451172,18699600
2020-12-24,221.4199981689453,223.61000061035156,221.1999969482422,222.75,219.93028259277344,10550600
2020-12-28,224.4499969482422,226.02999877929688,223.02000427246094,224.9600067138672,222.1123504638672,17933500
2020-12-29,226.30999755859375,227.17999267578125,223.5800018310547,224.14999389648438,221.3125762939453,17403200
2020-12-30,225.22999572753906,225.6300048828125,221.47000122070312,221.67999267578125,218.87384033203125,20272300
2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,219.6044921875,20942100
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,214.9343719482422,37130100
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,215.14170837402344,23823000
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,209.563232421875,35930700
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,215.52676391601562,27694500
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,216.8399200439453,22956200
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,214.73690795898438,23031300
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,212.20928955078125,23249300
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,216.33999633789062,213.60145568847656,20087100
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,210.323486328125,29480800
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,209.9581756591797,31746500
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,213.7001953125,30480900
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,221.50018310546875,37777300
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,222.1221923828125,30709400
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,223.08978271484375,30172700
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,226.62448120117188,33152100
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,229.3890380859375,49169600
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,229.9518280029297,69870600
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,235.90548706054688,49111200
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,229.0237274169922,42503100
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,236.6163787841797,33314200
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,236.47816467285156,25916300
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,239.92396545410156,27158100
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,238.9464874267578,25296100
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,239.1341094970703,18054800
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,239.4006805419922,22211900
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,240.68423461914062,23565000
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,239.7462615966797,22186700
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,241.39512634277344,15751100
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,241.8887939453125,16561100
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,240.61509704589844,26728500
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,241.66409301757812,21653500
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,241.2583465576172,16925600
2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,238.46763610839844,25262600
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,232.07472229003906,36446900
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,230.84759521484375,30228700
2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,232.1143035888672,26339700
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,226.612060546875,39542200
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,229.96685791015625,37819200
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,234.4794921875,25324000
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,231.44137573242188,22812500
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,225.1968994140625,34029500
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,224.37550354003906,44727800
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,229.1949462890625,41872800
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,225.02865600585938,35267400
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,231.352294921875,33080500
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,230.00643920898438,29746800
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,234.66751098632812,29907600
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,233.30184936523438,22653700
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,232.37159729003906,26034900
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,235.24148559570312,28092200
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,234.57843017578125,29562100
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,228.3240966796875,34833000
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,227.9579315185547,46430700
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,233.53936767578125,30127000
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,235.1128387451172,31638400
2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,233.01486206054688,25620100
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,229.92727661132812,34061900
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,234.0242462158203,25479900
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,232.7971649169922,25227500
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,229.4423370361328,24792000
2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,233.32164001464844,43623500
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,239.8333282470703,30338000
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,246.48353576660156,36910600
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,245.2860870361328,22931900
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,247.3048858642578,22719800
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,250.6201171875,23625200
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,253.19313049316406,24326800
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,253.2525177001953,27148700
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,255.80569458007812,23837500
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,252.93582153320312,23070900
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,256.8052062988281,25627500
2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,258.0323181152344,24878600
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,256.0531005859375,23209300
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,255.57810974121094,19722900
2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,257.8739929199219,24030400
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,254.49942016601562,25606200
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,258.4380798339844,21462600
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,258.8338928222656,19763300
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,259.24957275390625,31014200
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,251.91651916503906,46903100
2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,249.8878173828125,40589000
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,249.5612335205078,30945100
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,249.24456787109375,19626600
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,245.21682739257812,32756100
2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,243.91053771972656,21901300
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,247.13665771484375,26491100
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,249.83831787109375,27032900
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,244.61314392089844,29299900
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,243.67300415039062,33641600
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,236.51809692382812,36684400
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,240.50624084472656,29624300
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,245.57305908203125,23901100
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,242.63392639160156,24970200
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,240.55572509765625,20168000
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,241.15086364746094,25739800
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,244.483642578125,21800700
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,243.1842498779297,21863100
2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,248.74884033203125,21411500
2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,249.6812286376953,17704300
2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,249.45309448242188,17771600
2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,247.29074096679688,24426200
2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,247.65773010253906,18270200
2021-06-01,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,245.39617919921875,23213300
2021-06-02,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,245.29702758789062,19406700
2021-06-03,245.22000122070312,246.33999633789062,243.0,245.7100067138672,243.7198944091797,25307700
2021-06-04,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,248.75875854492188,25281100
2021-06-07,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,251.75428771972656,23079200
2021-06-08,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,250.52435302734375,22455000
2021-06-09,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,251.5360565185547,17937600
2021-06-10,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,255.15650939941406,24563600
2021-06-11,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,255.80123901367188,18999700
2021-06-14,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,257.7850341796875,19150500
2021-06-15,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,256.2674560546875,18038900
2021-06-16,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,255.2953643798828,27220000
2021-06-17,256.07000732421875,261.75,256.010009765625,260.8999938964844,258.786865234375,27565500
2021-06-18,259.6300048828125,262.29998779296875,258.75,259.42999267578125,257.3287658691406,37202200
2021-06-21,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,260.50286865234375,26696100
2021-06-22,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,263.3595275878906,24694100
2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,263.1214599609375,19518700
2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,264.52996826171875,21446900
2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,262.8735046386719,25611100
2021-06-28,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,266.54351806640625,19590000
2021-06-29,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,269.2018127441406,19937800
2021-06-30,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,268.70587158203125,21656500
2021-07-01,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,269.4001770019531,16725300
2021-07-02,272.82000732421875,278.0,272.5,277.6499938964844,275.40118408203125,26458000
2021-07-06,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,275.4111328125,31565600
2021-07-07,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,277.6627197265625,23260000
2021-07-08,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,275.1730651855469,24618600
2021-07-09,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,275.6888732910156,23916700
2021-07-12,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,275.0738830566406,18931700
2021-07-13,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,278.7042236328125,26120100
2021-07-14,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,280.22186279296875,23113700
2021-07-15,282.0,282.510009765625,279.8299865722656,281.0299987792969,278.7538146972656,22604200
2021-07-16,282.07000732421875,284.1000061035156,279.4599914550781,280.75,278.4761047363281,26186800
2021-07-19,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,274.7663879394531,32935600
2021-07-20,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,277.0577087402344,26259700
2021-07-21,278.8999938964844,281.5199890136719,277.2900085449219,281.3999938964844,279.1208190917969,24364300
2021-07-22,283.8399963378906,286.4200134277344,283.4200134277344,286.1400146484375,283.82244873046875,23384100
2021-07-23,287.3699951171875,289.989990234375,286.5,289.6700134277344,287.3238525390625,22768100
2021-07-26,289.0,289.69000244140625,286.6400146484375,289.04998779296875,286.7088317871094,23176100
2021-07-27,289.42999267578125,289.5799865722656,282.95001220703125,286.5400085449219,284.2192077636719,33604100
2021-07-28,288.989990234375,290.1499938964844,283.8299865722656,286.2200012207031,283.90179443359375,33566900
2021-07-29,286.239990234375,288.6199951171875,286.0799865722656,286.5,284.17950439453125,18168300
2021-07-30,285.1700134277344,286.6600036621094,283.9100036621094,284.9100036621094,282.6023864746094,20944800
2021-08-02,286.3599853515625,286.7699890136719,283.739990234375,284.82000732421875,282.51312255859375,16267400
2021-08-03,285.4200134277344,287.2300109863281,284.0,287.1199951171875,284.7945251464844,17879000
2021-08-04,286.2200012207031,287.5899963378906,284.6499938964844,286.510009765625,284.189453125,16191300
2021-08-05,286.8800048828125,289.6300048828125,286.1000061035156,289.5199890136719,287.1750183105469,13900200
2021-08-06,288.510009765625,289.5,287.6199951171875,289.4599914550781,287.11553955078125,16589300
2021-08-09,289.75,291.54998779296875,287.80999755859375,288.3299865722656,285.9946594238281,16117600
2021-08-10,288.79998779296875,289.25,285.20001220703125,286.44000244140625,284.1199951171875,18616600
2021-08-11,287.2099914550781,288.6600036621094,285.8599853515625,286.95001220703125,284.6258850097656,13955900
2021-08-12,286.6300048828125,289.9700012207031,286.3399963378906,289.80999755859375,287.46270751953125,14561300
2021-08-13,289.4800109863281,292.8999938964844,289.29998779296875,292.8500061035156,290.47808837890625,18249000
2021-08-16,293.19000244140625,294.82000732421875,290.0199890136719,294.6000061035156,292.2138977050781,22507600
2021-08-17,292.3900146484375,293.42999267578125,291.0799865722656,293.0799865722656,290.7062072753906,20075300
2021-08-18,292.0400085449219,294.82000732421875,290.2699890136719,290.7300109863281,288.9273376464844,21813000
2021-08-19,288.69000244140625,297.4700012207031,288.6400146484375,296.7699890136719,294.9298400878906,29850500
2021-08-20,299.7200012207031,305.8399963378906,298.05999755859375,304.3599853515625,302.4728088378906,40817600
2021-08-23,303.25,305.3999938964844,301.8500061035156,304.6499938964844,302.7610168457031,22830200
2021-08-24,305.0199890136719,305.6499938964844,302.0,302.6199951171875,300.74359130859375,18175800
2021-08-25,304.29998779296875,304.5899963378906,300.4200134277344,302.010009765625,300.13739013671875,20006100
2021-08-26,300.989990234375,302.42999267578125,298.95001220703125,299.0899963378906,297.2355041503906,17666100
2021-08-27,298.989990234375,300.8699951171875,296.8299865722656,299.7200012207031,297.861572265625,22605700
2021-08-30,301.1199951171875,304.2200012207031,301.05999755859375,303.5899963378906,301.70758056640625,16348100
